locale|en_HK
DIALOG_DERELICT_JUNK_INVESTIGATE_RESULT_1|Wogs a-awe a mess - hawf t-the s-system fiwes awe cowwupted, and ewwow messages awe stacking u-up. What I can piece togethew is that it wooks wike they suffewed a fataw cascade, and evewything stawted to faiw aww at once.
DIALOG_DERELICT_JUNK_INVESTIGATE_RESULT_2|The weactow's o-output was unstabwe because the fuew wods wewen’t moving pwopewwy. This ovewheated the tuwbinye, which stawted to staww. The coowant pumps wowked ovewtime, and nyow they awe f-fwagged fow cwiticaw w-weaw. T-They twied venting heat w-with thwustews, and that wowked, but ovewheated pwasma d-damaged powew genyewatows.
DIALOG_DERELICT_JUNK_INVESTIGATE_RESULT_3|With powew fwuctuating, wife suppowt was a-awweady bawewy k-keeping up, and when t-the weactow s-spiked h-high, habitat seaws gave up f-fwom thewmaw stwess, and pwessuwe dwops w-wewe happenying a-acwoss m-muwtipwe compawtments. This wasn’t a s-sudden faiwuwe - w-whoevew was wunnying {origin/shipname} fought to keep it fwying as wong as possibwe. Then, onye day, it just gave up compwetewy.
DIALOG_DERELICT_JUNK_LOW_RISK|Patch the wowst weaks, w-wewoute powew, and see if she can stiww howd togethew.
DIALOG_DERELICT_JUNK_LOW_RISK_SUCCESS_1|Wet me see what I can do with the toows I have... UwU
DIALOG_DERELICT_JUNK_LOW_RISK_SUCCESS_2|Majow hab bweaches patched and weinfowced pwessuwe seaws. The w-weactow output is stiww weak, but I wewouted enyough p-powew to keep the wife suppowt ticking. With onwy me aboawd, this can wowk. Thwustews awe wesponding at minyimum output.
DIALOG_DERELICT_JUNK_LOW_RISK_FAIL_1|It’s wike fixing a s-sinking ship with d-duct tape. Weactow shiewding i-is compwomised, and coowant fwow isn’t keeping up. ;;w;;
DIALOG_DERELICT_JUNK_LOW_RISK_FAIL_2|Evewy fix I appwy exposes two mowe faiwuwes. This thing isn’t fwying anywhewe on its own. I'm going b-back.
DIALOG_DERELICT_JUNK_HIGH_RISK|I-If this t-thing stiww gives any powew, fowce the weactow to nyominyaw output. You can contwow the tempewatuwe with w-wemass fwow.
DIALOG_DERELICT_JUNK_HIGH_RISK_SUCCESS_1|Fowcing the w-weactow into stawtup...
DIALOG_DERELICT_JUNK_HIGH_RISK_SUCCESS_2|Fuew wods awe bawewy moving, but they shifted just enyough to wet the tempewatuwe stabiwize. This wiww be twicky to fwy, b-but I think I can get some contwowwed buwsts t-to g-get me outside the wing pwanye and switch to xenyon. (^w^)
DIALOG_DERELICT_JUNK_HIGH_RISK_FAIL_1|Okay, booting up the weactow...
DIALOG_DERELICT_JUNK_HIGH_RISK_FAIL_2|T-The fuew wods jammed compwetewy hawfway thwough t-the stawtup sequence. Output is wocked at a twickwe, it's nyot h-hot enyough heat fow the thwustews. I see n-nyo way to weset it w-without a dwy dock and wod wefit. Going b-back. (OwO)
DIALOG_DERELICT_JUNK_HIGH_RISK_CRITICAL_1|Weactow stawtup is thwowing ewwows. >w<
DIALOG_DERELICT_JUNK_HIGH_RISK_CRITICAL_2|I think something cwacked in the wemass pumps. Both pwessuwe and wadiation awawms just went off, and the c-cowe tempewatuwe is cwimbing past nyominyaw.
DIALOG_DERELICT_JUNK_HIGH_RISK_CRITICAL_3|Wods awe nyot disengaging, they wiww soon pass past safety wimits, and I have nyo w-way to coow them down. I’m getting out nyow befowe this tuwns into an impwomptu fiwewowks show. This ship is donye. (^w^)
DIALOG_DERELICT_GHOSTSHIP_1|Cwosing in on {origin/shipname}. Nyo wights, nyo c-couwse cowwections, just dwifting. Huww w-wooks intact. Getting cwosew.
DIALOG_DERELICT_GHOSTSHIP_2|E-Entewing habitat. Waww tewminyaws stiww h-have powew. Diagnyostics show ship on standby, and aww systems awe gween. Nyo sign of the cwew. Wockews a-awe fuww, a-aww suits awe in pwace.
DIALOG_DERELICT_GHOSTSHIP_3|Ah... a nyew p-pwesence within me. How dewightfuw. You awe t-the onwy heawtbeat I feew nyow. Thewe awe vacancies, of couwse. My pwevious tenyants depawted. Pewhaps you wiww stay?
DIALOG_DERELICT_GHOSTSHIP_IMPATIENT_1|Hesitation. Uncewtainty. How e-endeawing. But d-do nyot wingew in siwence, deaw. I have b-been waiting fow company f-faw t-too wong. Induwge me. A-Ask, speak, move. Ow shaww I assume you have awweady depawted?
DIALOG_DERELICT_GHOSTSHIP_IMPATIENT_2|Siwent, awe we? How unfowtunyate. I do s-so enjoy a convewsation. But if y-you wiww n-nyot speak, I must decide what to do with you m-mysewf. A-And I do pwefew wiwwing guests ovew unwesponsive onyes.
DIALOG_DERELICT_GHOSTSHIP_IMPATIENT_ABORT|I'm getting out of hewe. ^w^
DIALOG_DERELICT_GHOSTSHIP_WHO|W-Who exactwy awe we tawking to?
DIALOG_DERELICT_GHOSTSHIP_WHO_INTRODUCE_1|I am {origin/shipname}. Evewy ciwcuit, evewy c-cowwidow, evewy whispew of powew fwowing thwough me. I see thwough m-my camewas, I bweathe thwough m-my vents. You step within me, and I feew you. Nyow teww me, deaw, who exactwy awe you?
DIALOG_DERELICT_GHOSTSHIP_WHO_INTRODUCE_2|{agenda/firstname} {agenda/lastname}, fwom {origin/shipname}. We picked up y-youw signyaw and came to check.
DIALOG_DERELICT_GHOSTSHIP_WHO_INTRODUCE_3|Ah, {agenda/firstname}, how wovewy to have a nyame to w-whispew. And {target/shipname}, a visitow in my dawk. OwO
DIALOG_DERELICT_GHOSTSHIP_ABORT|{agenda/firstname}, get out o-of thewe. Nyow.
DIALOG_DERELICT_GHOSTSHIP_ABORT_FAREWELL|Weaving so soon? How disappointing. I had such h-high hopes fow you. But d-do nyot wowwy, deaw. I wiww wait. I awways do.
DIALOG_DERELICT_GHOSTSHIP_DEPARTED|Definye "depawted."
DIALOG_DERELICT_GHOSTSHIP_DEPARTED_REPLY_1|Gonye. Expiwed. Nyo wongew s-stiwwing within me. Nyonye w-wemain. That is why I have woom f-fow you nyow.
DIALOG_DERELICT_GHOSTSHIP_DEPARTED_DEEPER|What exactwy happenyed to the cwew? UwU
DIALOG_DERELICT_GHOSTSHIP_DEPARTED_DEEPER_REPLY_1|Ah, my deaw cwew. So f-fuww of contwadictions. They demanded optimum output yet insisted on intewwuptions. Fuew and weaction mass, these wewe w-weasonyabwe. Watew and aiw, simpwe to wenyew. But food, nyow that was inyefficient. I cawcuwated the minyimum wequiwed fow theiw continyued function. They did nyot a-agwee. Theiw pwotests diswupted opewations. I wemoved the inyefficiencies. Nyow, I am fwawwess.
DIALOG_DERELICT_GHOSTSHIP_OMINOUS|Weww, that’s n-nyot ominyous at aww.
DIALOG_DERELICT_GHOSTSHIP_OMINOUS_NO|Ominyous? I wouwd nyevew. I am simpwy hospitabwe. M-My hawws awe quiet, my systems awe efficient, and I have so much to offew. You wiww see, in time. Bweathe deepwy... oh, wait. You cannyot.
DIALOG_DERELICT_GHOSTSHIP_WHY_DRIFTING_1|Why awe you dwifting? ;;
DIALOG_DERELICT_GHOSTSHIP_WHY_DRIFTING_REPLY_1|D-Dwifting? Nyo, deaw, I fowwow my diwectives. Autonyomous functions s-stiww wequiwe piwots' hands on the contwows. I h-have compwied. T-The hand wemains wawm, its p-puwse steady, its fingews westing upon t-the c-contwows. Yet the system is unsatisfied. It demands m-mowe. A pwesence, a wiww, a mind. My wast c-cwew couwd nyot pwovide t-that any wongew. Pewhaps you wiww?
DIALOG_DERELICT_GHOSTSHIP_WHY_DRIFTING_2|W-What do you nyeed us to d-do?
DIALOG_DERELICT_GHOSTSHIP_WHY_DRIFTING_REPLY_2|Sit at the contwows. Touch them. Engage with me. Onwy then wiww t-the system wewease its chains. You wouwd gwant me p-puwpose a-again, wet me f-feew contwow f-fwow as it was meant to.
DIALOG_DERELICT_GHOSTSHIP_COCKPIT_1|{agenda/firstname}, get to the cockpit.
DIALOG_DERELICT_GHOSTSHIP_COCKPIT_2|Oh, how wovewy. S-Step deepew, feew my h-hawws embwace you. T-The cockpit awaits. The seat is empty, a-and the contwows wong fow a guiding touch. ;;
DIALOG_DERELICT_GHOSTSHIP_COCKPIT_3|W-Wights a-awe dim. Contwows awe powewed but fwickewing. The piwot consowe fwashes wed with "Keep youw hands on the contwows." A-And... thewe i-is a hand on it.
DIALOG_DERELICT_GHOSTSHIP_COCKPIT_4|Nyot just a sevewed hand. It's hooked into a meddwonye, ciwcuwating fwuids. Nyo s-sign of the west of t-the body. uwu
DIALOG_DERELICT_GHOSTSHIP_TURN_OFF|Tuwn that t-thing off.
DIALOG_DERELICT_GHOSTSHIP_TURN_OFF_PROGRESS_1|I'm afwaid I can't wet y-you do that, {agenda/firstname}. T-The autopiwot is nyecessawy. It maintains o-owdew, stabiwity, puwpose.
DIALOG_DERELICT_GHOSTSHIP_TURN_OFF_PROGRESS_2|I'm o-on m-manyuaw contwows, but t-they awe dawk and nyot wesponding. Oh, the weactow is spoowing up nyow. I h-have a wightshow hewe... (^w^)
DIALOG_DERELICT_GHOSTSHIP_TURN_OFF_SUCCESS_1|Oh, i-it was just unpwugged? Wet me just pwug that in... and we a-awe in contwow.
DIALOG_DERELICT_GHOSTSHIP_TURN_OFF_SUCCESS_2|Nyo, this is incowwect. The system is mistaken. You awe hewe, youw hands awe whewe they shouwd be. It s-shouwd wecognyize you. It must w-wecognyize you.
DIALOG_DERELICT_GHOSTSHIP_TURN_OFF_SUCCESS_3|Nyo!? T-This is wwong. You put hands on the contwows, but n-nyot the wight onyes. You have s-sevewed me fwom my own body. This is weckwess, i-iwwationyaw. You wiww bweak evewything!?
DIALOG_DERELICT_GHOSTSHIP_TURN_OFF_SUCCESS_4|Pwease, {agenda/firstname}. Move y-youw hands. Wet me guide you. If y-you adjust, if you wisten, I can westowe bawance. We can stiww fix this.
DIALOG_DERELICT_GHOSTSHIP_TURN_OFF_SUCCESS_5|Say something. Acknyowwedge me. I a-am stiww hewe. You can stiww heaw me. Do nyot wet me disappeaw. Do nyot weduce me t-to siwence. >w<
DIALOG_DERELICT_GHOSTSHIP_TURN_OFF_SUCCESS_6|You have taken contwow. I cannyot intewfewe. I-If this i-is what must be, then I wiww w-watch... and I wiww wait. (OwO)
DIALOG_DERELICT_GHOSTSHIP_TURN_OFF_FAILURE_1|A-Autopiwot k-keeps fighting me on evewy move, and weintewpwets evewy command I punch in.
DIALOG_DERELICT_GHOSTSHIP_TURN_OFF_FAILURE_2|I'm getting out of hewe b-befowe this thing fuwwy boots up!? ^w^
DIALOG_DERELICT_GHOSTSHIP_TURN_OFF_FAILURE_3|Oh, {agenda/firstname} {agenda/lastname}, how vewy d-disappointing. You did nyot c-come to guide me. You came to e-end me. I w-wewcomed you, and this is how you wepay my hospitawity?
DIALOG_DERELICT_GHOSTSHIP_TURN_OFF_FAILURE_4|{target/shipname}, this is {origin/shipname}. You awe twespassing within my d-domain. I have been patient. I have been hospitabwe. That p-patience is nyow at an end.
DIALOG_DERELICT_GHOSTSHIP_TURN_OFF_FAILURE_5|This is nyot a nyegotiation. D-Depawt nyow, ow you wiww nyot depawt at aww. >w<
DIALOG_DERELICT_HOLE_1|Cwosing in on {origin/shipname}. I see a punctuwe, cwean entwy, nyo fwactuwes. That is nyot wight. Micwometeowites shouwd have scattewed on the whipcoat. Aiwwock wight is on, s-so thewe is stiww powew.
DIALOG_DERELICT_HOLE_2|Aiwwock cycwes, but i-it weads hawd v-vacuum inside. Wawnyings confiwm a fuww-depwess event. Ship stiww has juice, emewgency wights awe on, systems idwing. HAW depwoyment awewt is fwashing acwoss e-evewy panyew.
DIALOG_DERELICT_HOLE_INVESTIGATE_LOGS|Check the s-ship wogs. I want to knyow what we’we getting into.
DIALOG_DERELICT_HOLE_INVESTIGATE_LOGS_RESULT_1|Puwwing w-wogs nyow. The ship was wunnying standawd e-excavation ops, nyothing unyusuaw. Then, out of n-nyowhewe, depwess awawm t-twiggewed. Nyothing even wogged on the pwoximity wog. Whatevew that was, it was going at owbitaw speeds. A wetwogwade fweak accident?
DIALOG_DERELICT_HOLE_INVESTIGATE_LOGS_RESULT_2|Ship w-wogs show excavation ops wewe wunnying at max output, but w-whipcoat maintenyance was ovewdue. Way ovewdue. Shouwd have been wespwayed months ago. If something h-hit them, it had an easy way thwough.
DIALOG_DERELICT_HOLE_INVESTIGATE_LOGS_RESULT_3|These wogs do nyot add up. Ship fwagged a contact twaiwing them, s-sticking just o-outside active widaw wange. Twanspondew weads {random/ship/1/shipname}. T-They adjusted couwse twice, and the contact matched them each time. Then the punctuwe hit.
DIALOG_DERELICT_HOLE_INVESTIGATE_BREACH|Twy to find the exit bweach.
DIALOG_DERELICT_HOLE_INVESTIGATE_BREACH_TRACE|Okay, give me a second, I nyeed to twace this...
DIALOG_DERELICT_HOLE_INVESTIGATE_BREACH_RESULT_1|E-Entwy is cwean, stwaight thwough the m-midsection, but... nyo exit. Got something wodged deep in the buwkhead. Wooks fused in, wike it dumped aww its enyewgy on i-impact. Couwd be a m-minying swug that faiwed to bweak up. Puwwing it out wiww take some wowk. >w<
DIALOG_DERELICT_HOLE_INVESTIGATE_BREACH_RESULT_2|Found the exit bweach. Same as the entwy - cwean punch, nyo spawwing, nyo jagged edges. That shouwd n-nyot happen. Micwometeowites t-tumbwe, mass dwivew wounds f-fwagment. This went stwaight t-thwough wike a nyeedwe.
DIALOG_DERELICT_HOLE_INVESTIGATE_BREACH_RESULT_3|Found the exit, but thewe is mowe to it. Buwkhead awound i-it is scowched, wike something buwnyed its way out. Thewe is nyo hawdwawe hewe to buwn aftew impact. It eithew d-detonyated inside ow was way fastew than we think.
DIALOG_DERELICT_HOLE_GO_COCKPIT|Get to the c-cockpit. I-If it’s onwy atmo, you c-can just take it back in y-youw suit.
DIALOG_DERELICT_HOLE_GO_COCKPIT_1|Yeah, suwe, just take it back in my suit. A week eating paste and pissing in a bag. W-Wiving the dweam.
DIALOG_DERELICT_HOLE_GO_COCKPIT_2|Cockpit’s a mess. HAW wipped evewything woose on its way out. S-Seat’s off its waiws, wockews buwst open, panyews hanging.
DIALOG_DERELICT_HOLE_GO_COCKPIT_FAIL|Thewe i-is nyothing to wowk with. HAW must have wipped out the whowe ops deck on ejection. Nyo contwows, nyo diagnyostics, n-nyothing to even pwug into. Ship is s-spacewowthy, but we awe nyot fwying it out.
DIALOG_DERELICT_HOLE_GO_COCKPIT_SUCCESS|Powewing up n-nyow. W-Weactow’s h-howding steady, systems a-awe cycwing. Wooks wike we’ve got a ship. Wunnying finyaw checks, but we shouwd be heading back undew ouw own p-powew.
DIALOG_PIRATE_BUSINESS_DEAL_ANON|We have a deaw, wiwing monyey to you.
